,Unnamed: 0,id,atm_group,address,address_rus,lat,long,target,isTrain,kind
0,0,8526.0,32.0,"EMELYANOVA,34          Y-SAKHALINSK   ","улица А.О. Емельянова, 34, Южно-Сахалинск, Сахалинская область, Россия",46.940995,142.738319,0.011499820918204876,True,house
1,1,8532.0,32.0,"KOMSOMOLSKAYA,259B     Y.SAKHALINSK   ","Комсомольская улица, 259, Южно-Сахалинск, Сахалинская область, Россия",46.937353,142.753348,0.029710265035085937,True,house
2,2,8533.0,32.0,"KOMMUN. PR., 32        YUZHNO SAKHAL  ","Коммунистический проспект, Южно-Сахалинск, Сахалинская область, Россия",46.959413,142.74111299999996,0.009539960883255441,True,
3,3,8684.0,32.0,"LENINGRADSKIY PR.,76A  MOSCOW         ","Ленинградский проспект, 76А, Москва, Россия, 125315",55.805827,37.515146,-0.09403462447649943,True,house
4,4,37.0,32.0,"GVARDEYSKAYA PL., 2    NORILSK        ","Гвардейская площадь, 2, Норильск, Красноярский край, Россия, 663302",69.343541,88.211228,0.07927735200966299,True,house
5,5,313.0,32.0,"RUSSKAYA, 16           VLADIVOSTOK    ","Русская улица, 16, Владивосток, Приморский край, Россия, 690039",43.16586,131.90821200000002,-0.14500123147475488,True,house
6,6,335.0,32.0,"SHUKHOVA, 14           MOSCOW         ","улица Шухова, 14, Москва, Россия, 115162",55.716859,37.613063,-0.02468223523576437,True,house
7,7,358.0,32.0,"ADMIRALA FOKINA, 25    VLADIVOSTOK    ","улица Адмирала Фокина, 25, Владивосток, Приморский край, Россия, 690091",43.117174,131.885503,-0.13342588349623222,True,house
8,8,2895.0,32.0,Zhivopisnaia 136       d.Velednikov   ,"деревня Веледниково, городской округ Истра, Московская область, Россия",55.799765,37.116016,0.14146935333316155,True,locality
9,9,1975.0,496.5,BEKESHSKAYA 39            PENZA       ,"Бекешская улица, 39, Пенза, Россия, 440018",53.20322,44.978826,0.01725893326633763,True,house
10,10,1977.0,496.5,B.MOSKOVSKAYA 90A         VLADIMIR    ,"Большая Московская улица, 90А, Владимир, Россия, 600000",56.132925,40.419184,-0.013949004711653756,True,house
11,11,1992.0,496.5,GORKOGO 20                TAMBOV      ,"улица Максима Горького, 20, Тамбов, Россия",52.718497,41.454511,-0.04843573940879664,True,house
12,12,1998.0,496.5,KURASHOVA 28/1            YAKUTSK     ,"улица Курашова, 28/1, Якутск, Республика Саха (Якутия), Россия, 677000",62.033259,129.73638200000002,-0.06429329744918175,True,house
13,13,2006.0,496.5,LENINA 32                 MUROM       ,"улица Ленина, 32, Муром, Владимирская область, Россия, 602267",55.577108,42.05437,-0.1001214289644553,True,house
14,14,2011.0,496.5,BOROVSKAYA 5              BALABANOVO  ,"Боровская улица, 5, Балабаново, Боровский район, Калужская область, Россия, 249000",55.180598,36.655611,-0.0008294956654186244,True,house
15,15,2012.0,496.5,SOVETSKAYA 21             ZHUKOV      ,"Советская улица, 21, Жуков, Калужская область, Россия, 249191",55.027991,36.750518,-0.0476678404207127,True,house
16,16,2017.0,496.5,DORZHIEVA 24A             MUKHORSHIBIR,"улица Доржиева, 24А, село Мухоршибирь, Республика Бурятия, Россия",51.048934,107.822322,0.017372643984509075,True,house
17,17,2022.0,496.5,SADOVAYA 27B              KRIVODANOVKA,"Садовая улица, 27, село Криводановка, Новосибирский район, Новосибирская область, Россия",55.086363,82.64683000000002,-0.02765736578751833,True,house
18,18,2023.0,496.5,SOVETSKAYA 19             KUGESI      ,"Советская улица, 19, поселок городского типа Кугеси, Чебоксарский район, Чувашская Республика, Россия, 429500",56.029642,47.294593,-0.07787119186138325,True,house
19,19,2027.0,496.5,MELNIKOVA 106             CHERLAK     ,"улица Мельникова, 106, посёлок городского типа Черлак, Черлакский район, Омская область, Россия, 646250",54.151887,74.79789,-0.050626685528738495,True,house
20,20,2033.0,496.5,POBEDY 67/2               PETROPAVLOVS,"проспект Победы, 67/2, Петропавловск-Камчатский, Камчатский край, Россия, 683902",53.07080300000001,158.58751999999996,0.019060742852095674,True,house
21,21,2034.0,496.5,POLEVAYA 4                MEDVEDEVO   ,"Полевая улица, 4, посёлок городского типа Медведево, Медведевский район, Республика Марий Эл, Россия, 425200",56.63759,47.803974,-0.027475196122957755,True,house
22,22,2035.0,496.5,UPITA 5A                  KIROV       ,"улица Андрея Упита, 5А, Киров, Россия, 610050",58.605564,49.591163,-0.10137559085407266,True,house
23,23,2850.0,496.5,VOSTOCHNAYA 42/7          ORENBURG    ,"Восточная улица, 42/7, Оренбург, Россия, 460021",51.784175,55.15350400000001,-0.08652950912830405,True,house
24,24,2873.0,496.5,AMURSKAYA 13              CHITA       ,"Амурская улица, 13, Чита, Забайкальский край, Россия, 672039",52.023722,113.513428,-0.07328752900727235,True,house
25,25,2876.0,496.5,VOROVSKOGO 43             KIROV       ,"улица Воровского, 43, Киров, Россия",58.594438,49.666657,-0.11059736826592738,True,house
26,26,2877.0,496.5,LENINA 3                  PRISTEN     ,"улица Ленина, 3, посёлок городского типа Пристень, Пристенский район, Курская область, Россия, 306200",51.235052,36.694293,-0.07879399867799483,True,house
27,27,2897.0,496.5,KARLA MARKSA 76/1         KURGAN      ,"улица Карла Маркса, 76/1, Курган, Россия",55.44224499999999,65.35418,-0.02614658823194464,True,house
28,28,2900.0,496.5,KALACHINSKAYA 25          KALACHINSK  ,"Калачинская улица, 25, Калачинск, Омская область, Россия, 646900",55.047817,74.588663,0.018208827536353327,True,house
29,29,2914.0,496.5,ZAVOYKO 7                 ELIZOVO     ,"улица Завойко, 7, Елизово, Камчатский край, Россия, 684000",53.1871,158.383863,0.06135092766982592,True,house
30,30,2923.0,496.5,19-LINIYA 10              IVANOVO     ,"19-я линия, 10, Иваново, Россия, 153031",56.989885,40.932023,-0.04473002150749481,True,house
31,31,2951.0,496.5,DEYNEKI 19                KURSK       ,"улица Дейнеки, 19, микрорайон КЗТЗ, Курск, Россия, 305047",51.704063,36.142449,-0.06321061891530111,True,house
32,32,2973.0,496.5,KRASNIY PUT' 9            KRUTINKA    ,"улица Красный Путь, 9, посёлок городского типа Крутинка, Крутинский район, Омская область, Россия, 646130",56.011686,71.508439,-0.05607726556749221,True,house
33,33,4446.0,496.5,PERVOMAYSKAYA 11          POCHEP      ,"Первомайская улица, 11, Почеп, Брянская область, Россия, 243400",52.928305,33.458786,-0.07275458151164306,True,house
34,34,4447.0,496.5,OKTYABRSKAYA 138          PRYAMITSYNO ,"Октябрьская улица, 138, посёлок городского типа Прямицыно, Октябрьский район, Курская область, Россия, 307200",51.65787,35.942753,-0.11667027290152368,True,house
35,35,4458.0,496.5,BORISA BOGATKOVA 248      NOVOSIBIRSK ,"улица Бориса Богаткова, 248, Новосибирск, Россия, 630089",55.037515,82.978811,-0.14500123147475488,True,house
36,36,4466.0,496.5,GLADKOVA 10               CHEBOKSARY  ,"улица Фёдора Гладкова, 10, Чебоксары, Чувашская Республика, Россия, 428020",56.114525,47.247854,-0.07251412395184302,True,house
37,37,4470.0,496.5,LENINA 11                 KIREYEVSK   ,"улица Ленина, 11, Киреевск, Тульская область, Россия, 301260",53.928249,37.933231,0.003881073322463896,True,house
38,38,4489.0,496.5,LENINA 56                 AKSHA       ,"улица Ленина, 52/7, село Акша, Акшинский район, Забайкальский край, Россия",50.28123,113.286909,-0.05923667427441873,True,house
39,39,4491.0,496.5,VAREYKISA 2/1             ULYANOVSK   ,"улица Варейкиса, 2с1, Ульяновск, Россия",54.256466,48.324044,-0.09805944763136047,True,house
40,40,4510.0,496.5,PER. BAZARNY 4            SPASSK-DALNY,"Россия, Приморский край, Спасск-Дальний",44.597640999999996,132.81755900000002,0.039190641594625805,True,locality
41,41,4511.0,496.5,GRIGORENKO 8              LESOZAVODSK ,"улица Григоренко, 8, Лесозаводск, Приморский край, Россия",45.462274,133.403108,-0.029771982193639638,True,house
42,42,4512.0,496.5,SEMIRECHENSKAYA 93        OMSK        ,"Семиреченская улица, 93, Омск, Россия, 644016",54.931034,73.29666999999998,-0.12654526393216867,True,house
43,43,4523.0,496.5,AVTOZAVODSKAYA 56         ULYANOVSK   ,"Автозаводская улица, 56, Ульяновск, Россия, 432008",54.291753,48.315699,-0.12915527243317027,True,house
44,44,4526.0,496.5,"MOSKOVSKIY PR-T, 19B      VORONEZH    ","Московский проспект, 19, Воронеж, Россия, 394026",51.693681,39.181539,-0.059624818066358276,True,house
45,45,4542.0,496.5,B.KHMELNITSKOGO 81        EYSK        ,"улица Богдана Хмельницкого, 81, Ейск, Краснодарский край, Россия",46.69520900000001,38.283637,-0.03800440301022337,True,house
46,46,4574.0,496.5,KALININA AVE. 15/1        TVER        ,"проспект Калинина, 15с1, Тверь, Россия, 170001",56.85372,35.865292,-0.025715052607514614,True,house
47,47,4584.0,496.5,OKTIABRSKAYA 1            NAMTSY      ,"Октябрьская улица, 1, село Намцы, Намский улус, Республика Саха (Якутия), Россия, 678380",62.71844,129.66555,-0.14500123147475488,True,house
48,48,4586.0,496.5,SVOBODY 51                IVANOVO     ,"улица Свободы, 51, Иваново, Россия, 153045",57.015939,41.005425,-0.05672162737004801,True,house
49,49,4588.0,496.5,PROFINTERNA 9/25          OMSK        ,"улица Профинтерна, 9, Омск, Россия, 644082",54.933853000000006,73.33204599999998,-0.0063364060107538285,True,house
50,50,4594.0,496.5,KAZANSKY PR. 75/48        V.VOLOCHEK  ,"Казанский проспект, 75/48, Вышний Волочёк, Тверская область, Россия, 171163",57.58633,34.560713,-0.08487923386827997,True,house
51,51,4606.0,496.5,KLUCHEVSKAYA 6B           ULAN-UDE    ,"Ключевская улица, 6, Улан-Удэ, Республика Бурятия, Россия, 670013",51.820888,107.632517,0.04071184695182275,True,house
52,52,4608.0,496.5,BONDARENKO 37             IVANOVKA    ,"улица Бондаренко, 39, село Ивановка, Ивановский район, Амурская область, Россия",50.35649,128.00231000000002,0.01602564044011012,True,house
53,53,4624.0,496.5,SOVETSKAYA 29             CHERDAKLY   ,"Советская улица, 29, посёлок городского типа Чердаклы, Чердаклинский район, Ульяновская область, Россия",54.358775,48.852236,-0.038095996313162316,True,house
54,54,4649.0,496.5,LENINA 7                  YASNOGORSK  ,"улица Ленина, 7, Ясногорск, Тульская область, Россия, 301030",54.481354,37.694199,-0.09431827157465908,True,house
55,55,4655.0,496.5,"POCHTOVIY PER, 3          ELIZOVO     ","Почтовый переулок, 3, Елизово, Камчатский край, Россия, 684005",53.183976,158.387789,-0.022816323115855738,True,house
56,56,4680.0,496.5,SHUHOVA 26                TULA        ,"улица Шухова, 26, Тула, Россия, 300004",54.208238,37.669046,-0.09089617940169298,True,house
57,57,4685.0,496.5,PROLETARSKAYA 11          P.PERVOMAYSK,"Пролетарская улица, 11, Первомайск, Нижегородская область, Россия, 607760",54.865166,43.793364,0.013068622592228196,True,house
58,58,4703.0,496.5,SOVETSKAYA 21A            PETROPAVLOVK,"Советская улица, 21, Петропавловск-Камчатский, Камчатский край, Россия",53.01652900000001,158.649756,-0.11674874615724234,True,house
59,59,4712.0,496.5,LENINSKAYA 59B            ORENBURG    ,"Ленинская улица, 59, Оренбург, Россия, 460014",51.762709,55.111885,-0.1102991528731819,True,house
60,60,4713.0,496.5,"1-ST VISHNEVAYA, 17       KURSK       ","Вишневая улица, СТ Дружба-1, городской округ Ухта, Республика Коми, Россия",63.541994,53.85233,-0.05392474061619745,True,locality
61,61,8483.0,496.5,"STROITELEY AVE, 1V        PENZA       ","проспект Строителей, 1, Пенза, Россия, 440066",53.220223,44.943414,-0.03184849342291842,True,house
